IMO,VesselName,VesselClass,ReferenceDate,StartDate,EndDate,QuantityKiloBarrels,Area,RunDate,OriginCountry,QuantityKiloTonnes
9102239,Penny H,VLCC,2020-08-01,2019-04-28 12:45:35.000,2021-05-16 12:46:03.000,1938.0,Singapore / Malaysia,2025-02-19,Unknown,273.37
9734109,Phoenix Vantage,VLCC,2020-08-01,2020-07-28 07:42:05.000,2020-09-17 11:00:17.000,1936.0,China & Taiwan,2025-02-19,Norway,273.09
9602916,Seaking,VLCC,2020-08-01,2020-07-31 23:58:17.000,2020-09-05 23:53:10.000,2059.0,China & Taiwan,2025-02-19,Chad,304.17
9734642,Seaways Tybee,VLCC,2020-08-01,2020-08-22 07:11:00.000,2020-09-21 11:11:45.000,1942.0,China & Taiwan,2025-02-19,Brazil,274.28
9590008,Soldier,VLCC,2020-08-01,2020-07-20 23:09:06.000,2020-09-03 10:59:52.000,2070.0,Gulf of Mexico & Caribs,2025-02-19,Venezuela,299.92
9183348,Spirit,VLCC,2020-08-01,2020-05-23 21:53:54.000,2021-09-03 06:03:27.000,1880.0,Singapore / Malaysia,2025-02-19,Unknown,265.19
9625968,Twin Pollux,VLCC,2020-08-01,2020-08-09 11:55:19.000,2020-09-09 03:08:46.000,2069.0,China & Taiwan,2025-02-19,Oman,277.41
9203265,Voras,VLCC,2020-08-01,2020-05-10 19:08:03.000,2020-10-09 11:55:41.000,1930.0,Singapore / Malaysia,2025-02-19,United Arab Emirates,252.45
9431381,Afra Rossi,Aframax,2020-09-01,2020-09-19 19:59:03.000,2020-10-30 03:57:30.000,646.0,Singapore / Malaysia,2025-02-19,Venezuela,93.60
9259173,Aframax River,Aframax,2020-09-01,2020-04-26 15:57:31.000,2020-10-26 15:59:26.000,597.0,Gulf of Mexico & Caribs,2025-02-19,Venezuela,94.86
9289489,Alpha Point,Aframax,2020-09-01,2020-09-14 03:59:58.000,2020-11-07 15:59:58.000,557.0,South East Asia,2025-02-19,Indonesia,72.66
9200964,Anastasia I,Aframax,2020-09-01,2020-08-23 15:57:24.000,2020-10-02 11:56:55.000,587.0,China & Taiwan,2025-02-19,Unknown,82.80
9251822,Aquaris,Aframax,2020-09-01,2020-06-29 13:30:03.000,2020-12-04 15:06:44.000,594.0,Singapore / Malaysia,2025-02-19,Trinidad and Tobago,83.01
9783899,Asp Avana,Aframax,2020-09-01,2020-08-23 11:56:26.000,2020-10-02 07:47:55.000,606.0,China & Taiwan,2025-02-19,Russia,81.98
9180920,Bull Sulawesi,Aframax,2020-09-01,2020-08-22 14:39:56.000,2020-10-03 15:08:44.000,611.0,South East Asia,2025-02-19,Indonesia,84.08
9187760,Bursa,Aframax,2020-09-01,2020-09-16 15:40:53.000,2020-10-27 03:56:24.000,604.0,China & Taiwan,2025-02-19,Venezuela,87.51
9282508,Cauveri,Aframax,2020-09-01,2020-06-14 23:57:55.000,2020-10-01 11:32:06.000,634.0,South East Asia,2025-02-19,Unknown,89.43
9868778,Clear Stars,Aframax,2020-09-01,2020-07-15 03:50:36.000,2020-10-14 03:58:47.000,634.0,UK Continent & North Sea,2025-02-19,Unknown,89.43
9795074,Eagle Bintulu,Aframax,2020-09-01,2020-09-14 23:57:52.000,2020-11-14 03:59:19.000,632.0,UK Continent & North Sea,2025-02-19,United Kingdom,83.89
9183300,Enzo,Aframax,2020-09-01,2020-09-06 14:53:22.000,2020-10-24 03:58:02.000,588.0,China & Taiwan,2025-02-19,Kuwait,81.19
9677313,Gamsunoro,Aframax,2020-09-01,2020-08-20 19:58:25.000,2020-10-20 23:59:01.000,589.0,South East Asia,2025-02-19,Indonesia,76.84
9308455,Hai Yang Shi You 121,Aframax,2020-09-01,2018-12-24 11:45:57.000,2021-02-07 14:52:23.000,616.0,China & Taiwan,2025-02-19,Unknown,86.89
9523287,Ionic Aspis,Aframax,2020-09-01,2020-07-27 11:59:54.000,2020-10-12 03:54:48.000,599.0,Singapore / Malaysia,2025-02-19,Venezuela,86.79
9411185,Ise Princess,Aframax,2020-09-01,2020-09-19 23:57:55.000,2021-01-07 15:59:43.000,584.0,UK Continent & North Sea,2025-02-19,United Kingdom,77.52
9258002,Kazan,Aframax,2020-09-01,2020-09-19 11:49:41.000,2020-10-21 23:44:12.000,645.0,"Korea, Japan & Russian Pacific",2025-02-19,Russia,87.26
9346861,Kriti Verano,Aframax,2020-09-01,2020-08-28 07:09:09.000,2020-11-03 23:54:06.000,615.0,China & Taiwan,2025-02-19,Russia,83.20
9346744,Ma Jin,Aframax,2020-09-01,2020-08-07 10:26:34.000,2020-10-01 03:52:06.000,646.0,China & Taiwan,2025-02-19,Russia,87.40
9783019,Nordindependence,Aframax,2020-09-01,2020-08-26 11:59:52.000,2020-12-11 11:58:55.000,623.0,Baltic,2025-02-19,Russia,85.99
9543512,Paramaconi,Aframax,2020-09-01,2020-08-26 15:59:40.000,2020-10-01 15:55:39.000,583.0,Gulf of Mexico & Caribs,2025-02-19,Venezuela,84.47
9337418,Patmos Warrior,Aframax,2020-09-01,2020-07-26 15:57:49.000,2020-10-27 07:13:20.000,588.0,Black Sea & Sea Of Marmara,2025-02-19,Saudi Arabia,79.87
9167203,Prem Pride,Aframax,2020-09-01,2020-02-26 00:00:00.000,2021-02-10 00:00:00.000,611.0,India & Pakistan,2025-02-19,Unknown,86.19
9611694,Shan Chi,MR2,2020-09-01,2020-09-12 08:51:40.000,2020-11-11 03:09:59.000,320.0,China & Taiwan,2025-02-19,Unknown,45.14
9275995,Star Light,MR2,2020-09-01,2020-09-26 17:11:17.000,2020-10-30 03:25:29.000,315.0,China & Taiwan,2025-02-19,Angola,43.79
9198783,Boray,Panamax,2020-09-01,2020-08-19 03:55:59.000,2022-11-15 18:21:33.000,438.0,Black Sea & Sea Of Marmara,2025-02-19,Unknown,61.78
9589944,Nave Cetus,Panamax,2020-09-01,2020-09-21 11:57:48.000,2020-10-28 12:45:23.000,435.0,China & Taiwan,2025-02-19,Angola,61.51
9577094,Pathfinder,Panamax,2020-09-01,2020-09-16 06:19:17.000,2020-12-01 03:49:58.000,435.0,China & Taiwan,2025-02-19,Unknown,61.36
9063108,Po Yang Hu,Panamax,2020-09-01,2020-09-01 03:46:26.000,2020-10-04 23:57:49.000,362.0,China & Taiwan,2025-02-19,China,51.21
9271432,Alaskan Legend,Suezmax,2020-09-01,2020-09-05 23:20:44.000,2020-10-12 23:57:48.000,1210.0,China & Taiwan,2025-02-19,United States,166.20
9241683,Astari 1,Suezmax,2020-09-01,2020-07-20 19:59:32.000,2020-11-11 07:41:08.000,940.0,China & Taiwan,2025-02-19,Russia,127.17
9233765,Aulis,Suezmax,2020-09-01,2020-03-31 15:08:50.000,2021-03-17 19:08:43.000,1003.0,West Africa,2025-02-19,Nigeria,134.52
9422366,Constantios,Suezmax,2020-09-01,2020-08-27 23:59:30.000,2020-10-07 03:59:51.000,990.0,China & Taiwan,2025-02-19,Gabon,136.35
9283241,Dignity,Suezmax,2020-09-01,2020-09-29 15:59:14.000,2020-11-28 03:56:19.000,999.0,Singapore / Malaysia,2025-02-19,Colombia,139.57
9159660,Freesia I,Suezmax,2020-09-01,2020-09-10 07:53:07.000,2020-10-31 14:29:12.000,998.0,Arabian Gulf & Rea Sea,2025-02-19,Iran,137.69
9769817,Front Cosmos,Suezmax,2020-09-01,2020-09-26 11:59:37.000,2020-11-03 15:58:05.000,987.0,East Coast North America,2025-02-19,Nigeria,139.14
9290335,Jumbo,Suezmax,2020-09-01,2020-08-21 19:57:19.000,2020-11-03 07:58:10.000,997.0,Mediterranean,2025-02-19,Nigeria,139.67
9248409,Maistros,Suezmax,2020-09-01,2020-08-27 11:06:26.000,2020-10-06 11:58:40.000,1003.0,China & Taiwan,2025-02-19,Norway,139.64
9776743,Matala,Suezmax,2020-09-01,2020-08-17 11:59:18.000,2020-10-09 13:10:24.000,995.0,West Africa,2025-02-19,Nigeria,137.17
9229374,Odune,Suezmax,2020-09-01,2019-04-06 23:30:44.000,2021-04-24 19:07:36.000,1030.0,Black Sea & Sea Of Marmara,2025-02-19,Aruba,143.90
9819832,Patriotic,Suezmax,2020-09-01,2020-09-05 03:52:51.000,2020-10-16 15:56:59.000,997.0,Mediterranean,2025-02-19,Nigeria,134.08
9412103,Pegasus,Suezmax,2020-09-01,2020-09-25 15:54:29.000,2020-10-28 11:09:41.000,992.0,West Africa,2025-02-19,Congo,140.28
9746621,Poliegos,Suezmax,2020-09-01,2020-09-15 11:50:56.635,2020-10-19 11:55:19.000,987.0,China & Taiwan,2025-02-19,Malaysia,127.41
9286229,Rieveria I,Suezmax,2020-09-01,2020-09-04 19:53:05.000,2022-02-25 20:05:36.000,997.0,Black Sea & Sea Of Marmara,2025-02-19,Venezuela,144.46
9589748,Rio Apure,Suezmax,2020-09-01,2019-05-18 19:52:41.000,2020-10-28 21:54:38.000,995.0,Gulf of Mexico & Caribs,2025-02-19,Venezuela,147.96
9249075,Riti,Suezmax,2020-09-01,2020-07-10 17:04:54.000,2021-09-20 00:00:00.000,1045.0,Black Sea & Sea Of Marmara,2025-02-19,Russia,144.24
9208057,Sea Glamour,Suezmax,2020-09-01,2020-07-28 07:56:30.000,2020-10-14 19:59:16.000,922.0,Arabian Gulf & Rea Sea,2025-02-19,United Arab Emirates,120.39
9296418,Suez Ice Supreme,Suezmax,2020-09-01,2020-09-12 15:58:38.000,2020-10-15 11:54:48.000,917.0,Gulf of Mexico & Caribs,2025-02-19,Guyana,126.11
9427641,Tahoe Spirit,Suezmax,2020-09-01,2020-07-15 11:11:31.000,2020-10-08 07:59:33.000,983.0,China & Taiwan,2025-02-19,Guyana,135.18
9247431,Wilma II,Suezmax,2020-09-01,2020-06-01 07:58:04.000,2020-11-29 03:57:54.000,951.0,Singapore / Malaysia,2025-02-19,Venezuela,137.79
9784386,Arosa,VLCC,2020-09-01,2020-09-08 18:49:38.000,2020-11-01 03:41:08.000,1931.0,China & Taiwan,2025-02-19,Colombia,289.82
9263215,Big Mag,VLCC,2020-09-01,2020-09-19 15:54:41.000,2020-10-22 07:56:33.000,1928.0,Singapore / Malaysia,2025-02-19,Iraq,269.84
9534846,Blue Nova,VLCC,2020-09-01,2020-09-07 07:57:08.000,2021-02-19 15:57:49.000,1917.0,Singapore / Malaysia,2025-02-19,United States,246.74
9223887,Crystal,VLCC,2020-09-01,2020-09-24 23:59:23.000,2020-11-22 19:15:22.000,1956.0,Singapore / Malaysia,2025-02-19,Angola,271.92
9528794,DHT Amazon,VLCC,2020-09-01,2020-08-16 03:32:08.000,2020-10-03 11:59:48.000,2053.0,China & Taiwan,2025-02-19,Brazil,289.05
9315070,DHT Bauhinia,VLCC,2020-09-01,2020-09-13 07:55:30.000,2021-01-25 11:52:37.500,1942.0,Singapore / Malaysia,2025-02-19,Russia,246.57
9733947,DHT Jaguar,VLCC,2020-09-01,2020-09-08 03:20:44.000,2020-10-14 03:35:50.000,1933.0,China & Taiwan,2025-02-19,United Arab Emirates,255.07
9590876,DHT Sundarbans,VLCC,2020-09-01,2020-09-30 19:11:21.000,2020-11-04 07:47:50.000,2028.0,China & Taiwan,2025-02-19,Brazil,295.32
9227479,Della,VLCC,2020-09-01,2020-09-08 15:22:49.000,2020-11-22 03:17:44.000,1977.0,South East Asia,2025-02-19,Nigeria,269.25
9218478,Diamond II,VLCC,2020-09-01,2020-05-28 02:23:14.587,2020-12-16 11:59:12.000,1916.0,Arabian Gulf & Rea Sea,2025-02-19,Iran,264.35
9858474,Dias I,VLCC,2020-09-01,2020-09-11 23:59:24.000,2020-11-23 19:59:13.000,1931.0,UK Continent & North Sea,2025-02-19,United Kingdom,254.00
9102265,EM Vitality,VLCC,2020-09-01,2019-10-15 19:28:58.000,2021-06-25 23:53:57.000,1938.0,Singapore / Malaysia,2025-02-19,Unknown,273.37
9409247,Euro Victory,VLCC,2020-09-01,2020-09-01 03:58:21.000,2020-11-14 07:55:35.000,2048.0,Singapore / Malaysia,2025-02-19,Unknown,288.88
9457531,FPMC C Orient,VLCC,2020-09-01,2020-09-11 23:59:56.000,2020-10-12 03:38:01.000,1919.0,China & Taiwan,2025-02-19,Angola,251.89
9166675,FT Island,VLCC,2020-09-01,2020-02-23 14:23:13.000,2021-05-05 19:57:34.000,2008.0,Singapore / Malaysia,2025-02-19,Iran,277.04
9441245,Gulf Loyalty,VLCC,2020-09-01,2020-08-15 07:53:36.000,2020-10-21 11:06:54.000,2041.0,China & Taiwan,2025-02-19,Brazil,280.85
9357391,Helm,VLCC,2020-09-01,2019-10-27 07:22:28.000,2021-02-14 14:40:51.000,2048.0,Arabian Gulf & Rea Sea,2025-02-19,Iran,282.56
9830965,KHK Empress,VLCC,2020-09-01,2020-09-18 11:52:22.000,2020-10-28 11:59:35.000,2026.0,China & Taiwan,2025-02-19,Angola,265.94
9254082,Kohana,VLCC,2020-09-01,2020-09-14 07:57:02.000,2020-10-20 07:57:56.000,2056.0,Singapore / Malaysia,2025-02-19,Angola,285.82
9203277,Lexie,VLCC,2020-09-01,2020-06-24 15:08:33.000,2020-10-12 03:57:51.000,1929.0,Singapore / Malaysia,2025-02-19,Iran,266.14
9237072,Ligera,VLCC,2020-09-01,2020-08-24 03:59:02.000,2020-11-02 07:51:05.000,1931.0,Arabian Gulf & Rea Sea,2025-02-19,Iraq,271.66
9174220,Luna Prime,VLCC,2020-09-01,2020-06-10 11:05:59.000,2020-10-14 03:07:42.000,2001.0,South East Asia,2025-02-19,United States,261.29
9258519,Magnolia,VLCC,2020-09-01,2020-09-28 07:58:00.000,2020-11-04 11:57:41.000,1927.0,Mediterranean,2025-02-19,Kazakhstan,244.57
9790270,Maran Ajax,VLCC,2020-09-01,2020-09-22 07:52:57.000,2020-10-28 03:59:50.000,2061.0,China & Taiwan,2025-02-19,United Arab Emirates,269.59
9810381,Maran Aphrodite,VLCC,2020-09-01,2020-08-21 23:59:34.000,2020-10-09 03:59:56.000,2061.0,China & Taiwan,2025-02-19,Brazil,290.72
9770517,Maran Ariadne,VLCC,2020-09-01,2020-09-26 07:58:47.000,2020-10-29 03:55:30.000,2061.0,China & Taiwan,2025-02-19,Brazil,289.99
9330563,Maran Canopus,VLCC,2020-09-01,2020-08-18 23:51:59.000,2020-10-05 09:04:02.000,1994.0,China & Taiwan,2025-02-19,Brazil,281.27
9794018,Miracle Hope,VLCC,2020-09-01,2020-09-13 12:47:33.000,2020-10-27 07:53:35.000,2057.0,China & Taiwan,2025-02-19,Iraq,298.12
9180152,Ness,VLCC,2020-09-01,2020-09-23 16:48:21.200,2020-11-19 00:29:14.000,1977.0,China & Taiwan,2025-02-19,Unknown,278.87
9856074,Nissos Keros,VLCC,2020-09-01,2020-08-26 15:58:54.000,2020-10-07 11:46:31.000,2058.0,China & Taiwan,2025-02-19,Norway,290.29
9179701,Nolan,VLCC,2020-09-01,2020-02-02 15:14:32.000,2020-10-30 04:27:58.000,1933.0,Arabian Gulf & Rea Sea,2025-02-19,Venezuela,292.07
9237539,Nora,VLCC,2020-09-01,2020-08-21 11:06:19.000,2020-10-24 01:52:27.000,1926.0,China & Taiwan,2025-02-19,Unknown,271.67
9731157,Olympic Luna,VLCC,2020-09-01,2020-08-30 07:56:32.000,2020-10-09 02:56:00.000,1932.0,China & Taiwan,2025-02-19,Brazil,272.52
9437177,Olympic Trust,VLCC,2020-09-01,2020-09-05 07:58:43.000,2020-10-10 11:56:31.000,2062.0,China & Taiwan,2025-02-19,Oman,284.68
9294563,PIS Pioneer,VLCC,2020-09-01,2019-11-18 13:37:00.000,2021-05-26 07:50:55.000,1958.0,Singapore / Malaysia,2025-02-19,Qatar,274.81
9102239,Penny H,VLCC,2020-09-01,2019-04-28 12:45:35.000,2021-05-16 12:46:03.000,1938.0,Singapore / Malaysia,2025-02-19,Unknown,273.37
9183348,Spirit,VLCC,2020-09-01,2020-05-23 21:53:54.000,2021-09-03 06:03:27.000,1880.0,Singapore / Malaysia,2025-02-19,Unknown,265.19
9203265,Voras,VLCC,2020-09-01,2020-05-10 19:08:03.000,2020-10-09 11:55:41.000,1930.0,Singapore / Malaysia,2025-02-19,United Arab Emirates,252.45
9681211,Yuan Yue Hu,VLCC,2020-09-01,2020-09-16 23:44:57.000,2020-11-07 03:59:21.000,1988.0,China & Taiwan,2025-02-19,Oman,266.55
9289489,Alpha Point,Aframax,2020-10-01,2020-09-14 03:59:58.000,2020-11-07 15:59:58.000,557.0,South East Asia,2025-02-19,Indonesia,72.66
9251822,Aquaris,Aframax,2020-10-01,2020-06-29 13:30:03.000,2020-12-04 15:06:44.000,594.0,Singapore / Malaysia,2025-02-19,Trinidad and Tobago,83.01
9818058,Aspen,Aframax,2020-10-01,2020-10-24 19:58:20.000,2020-11-22 11:55:57.000,627.0,Baltic,2025-02-19,United Kingdom,84.29
9276573,Corona Fun,Aframax,2020-10-01,2020-10-31 03:55:31.000,2020-12-04 07:57:47.000,577.0,Mediterranean,2025-02-19,Libya,77.18
9247974,Defiance,Aframax,2020-10-01,2020-10-27 15:09:25.000,2020-12-07 03:08:51.000,588.0,South East Asia,2025-02-19,Indonesia,76.71
9299903,Deyna,Aframax,2020-10-01,2020-10-24 07:04:26.000,2020-12-30 03:59:25.000,623.0,South East Asia,2025-02-19,Indonesia,81.27
9795074,Eagle Bintulu,Aframax,2020-10-01,2020-09-14 23:57:52.000,2020-11-14 03:59:19.000,632.0,UK Continent & North Sea,2025-02-19,United Kingdom,83.89
9398278,Gunung Geulis,Aframax,2020-10-01,2020-10-23 07:08:21.000,2020-12-11 07:57:38.000,599.0,South East Asia,2025-02-19,Indonesia,78.14
9308455,Hai Yang Shi You 121,Aframax,2020-10-01,2018-12-24 11:45:57.000,2021-02-07 14:52:23.000,616.0,China & Taiwan,2025-02-19,Unknown,86.89
9411185,Ise Princess,Aframax,2020-10-01,2020-09-19 23:57:55.000,2021-01-07 15:59:43.000,584.0,UK Continent & North Sea,2025-02-19,United Kingdom,77.52
9346861,Kriti Verano,Aframax,2020-10-01,2020-08-28 07:09:09.000,2020-11-03 23:54:06.000,615.0,China & Taiwan,2025-02-19,Russia,83.20
9783019,Nordindependence,Aframax,2020-10-01,2020-08-26 11:59:52.000,2020-12-11 11:58:55.000,623.0,Baltic,2025-02-19,Russia,85.99
9173642,Ocean Lila,Aframax,2020-10-01,2020-10-31 19:01:07.000,2020-12-10 03:32:00.000,585.0,South East Asia,2025-02-19,Indonesia,76.32
9167203,Prem Pride,Aframax,2020-10-01,2020-02-26 00:00:00.000,2021-02-10 00:00:00.000,611.0,India & Pakistan,2025-02-19,Unknown,86.19
9248849,Silvera,Aframax,2020-10-01,2020-10-18 07:57:53.000,2020-11-24 12:37:42.000,624.0,South East Asia,2025-02-19,Indonesia,81.40
9447768,Maersk Malaga,MR2,2020-10-01,2020-10-28 08:59:10.000,2020-12-05 07:59:56.000,339.0,China & Taiwan,2025-02-19,Unknown,47.82
9611694,Shan Chi,MR2,2020-10-01,2020-09-12 08:51:40.000,2020-11-11 03:09:59.000,320.0,China & Taiwan,2025-02-19,Unknown,45.14
9868118,Bei Hai Feng Huang,Panamax,2020-10-01,2020-10-29 03:55:27.000,2020-12-19 03:42:13.000,379.0,China & Taiwan,2025-02-19,Unknown,53.46
9198783,Boray,Panamax,2020-10-01,2020-08-19 03:55:59.000,2022-11-15 18:21:33.000,438.0,Black Sea & Sea Of Marmara,2025-02-19,Unknown,61.78
9577094,Pathfinder,Panamax,2020-10-01,2020-09-16 06:19:17.000,2020-12-01 03:49:58.000,435.0,China & Taiwan,2025-02-19,Unknown,61.36
9307097,Radiant Pride,Panamax,2020-10-01,2020-10-16 02:51:44.000,2020-11-24 03:57:35.000,430.0,China & Taiwan,2025-02-19,Brazil,60.65
9241683,Astari 1,Suezmax,2020-10-01,2020-07-20 19:59:32.000,2020-11-11 07:41:08.000,940.0,China & Taiwan,2025-02-19,Russia,127.17
9233765,Aulis,Suezmax,2020-10-01,2020-03-31 15:08:50.000,2021-03-17 19:08:43.000,1003.0,West Africa,2025-02-19,Nigeria,134.52
9283241,Dignity,Suezmax,2020-10-01,2020-09-29 15:59:14.000,2020-11-28 03:56:19.000,999.0,Singapore / Malaysia,2025-02-19,Colombia,139.57
9794068,Eco Beverly Hills,Suezmax,2020-10-01,2020-10-13 19:55:07.000,2020-11-23 23:23:05.000,986.0,Gulf of Mexico & Caribs,2025-02-19,Guyana,135.60
9769817,Front Cosmos,Suezmax,2020-10-01,2020-09-26 11:59:37.000,2020-11-03 15:58:05.000,987.0,East Coast North America,2025-02-19,Nigeria,139.14
9290335,Jumbo,Suezmax,2020-10-01,2020-08-21 19:57:19.000,2020-11-03 07:58:10.000,997.0,Mediterranean,2025-02-19,Nigeria,139.67
9232864,Mabrouk,Suezmax,2020-10-01,2020-10-04 23:58:06.000,2020-11-11 15:08:17.000,998.0,South East Asia,2025-02-19,Nigeria,134.21
9429297,Nicolaos,Suezmax,2020-10-01,2020-10-28 15:42:43.000,2020-12-01 07:23:09.000,1033.0,China & Taiwan,2025-02-19,Brazil,145.89
9229374,Odune,Suezmax,2020-10-01,2019-04-06 23:30:44.000,2021-04-24 19:07:36.000,1030.0,Black Sea & Sea Of Marmara,2025-02-19,Aruba,143.90
9286229,Rieveria I,Suezmax,2020-10-01,2020-09-04 19:53:05.000,2022-02-25 20:05:36.000,997.0,Black Sea & Sea Of Marmara,2025-02-19,Venezuela,144.46
9249075,Riti,Suezmax,2020-10-01,2020-07-10 17:04:54.000,2021-09-20 00:00:00.000,1045.0,Black Sea & Sea Of Marmara,2025-02-19,Russia,144.24
9247431,Wilma II,Suezmax,2020-10-01,2020-06-01 07:58:04.000,2020-11-29 03:57:54.000,951.0,Singapore / Malaysia,2025-02-19,Venezuela,137.79
9784386,Arosa,VLCC,2020-10-01,2020-09-08 18:49:38.000,2020-11-01 03:41:08.000,1931.0,China & Taiwan,2025-02-19,Colombia,289.82
9534846,Blue Nova,VLCC,2020-10-01,2020-09-07 07:57:08.000,2021-02-19 15:57:49.000,1917.0,Singapore / Malaysia,2025-02-19,United States,246.74
9235737,Coba,VLCC,2020-10-01,2020-10-19 23:58:45.000,2020-12-12 23:56:50.000,2061.0,Singapore / Malaysia,2025-02-19,Iraq,289.95
9223887,Crystal,VLCC,2020-10-01,2020-09-24 23:59:23.000,2020-11-22 19:15:22.000,1956.0,Singapore / Malaysia,2025-02-19,Angola,271.92
9315070,DHT Bauhinia,VLCC,2020-10-01,2020-09-13 07:55:30.000,2021-01-25 11:52:37.500,1942.0,Singapore / Malaysia,2025-02-19,Russia,246.57
9722895,DHT Lion,VLCC,2020-10-01,2020-10-11 15:58:24.000,2021-01-06 06:00:14.000,1935.0,West Coast South - Central America,2025-02-19,Ecuador,270.91
9590876,DHT Sundarbans,VLCC,2020-10-01,2020-09-30 19:11:21.000,2020-11-04 07:47:50.000,2028.0,China & Taiwan,2025-02-19,Brazil,295.32
9227479,Della,VLCC,2020-10-01,2020-09-08 15:22:49.000,2020-11-22 03:17:44.000,1977.0,South East Asia,2025-02-19,Nigeria,269.25
9218478,Diamond II,VLCC,2020-10-01,2020-05-28 02:23:14.587,2020-12-16 11:59:12.000,1916.0,Arabian Gulf & Rea Sea,2025-02-19,Iran,264.35
9858474,Dias I,VLCC,2020-10-01,2020-09-11 23:59:24.000,2020-11-23 19:59:13.000,1931.0,UK Continent & North Sea,2025-02-19,United Kingdom,254.00
9102265,EM Vitality,VLCC,2020-10-01,2019-10-15 19:28:58.000,2021-06-25 23:53:57.000,1938.0,Singapore / Malaysia,2025-02-19,Unknown,273.37
9409247,Euro Victory,VLCC,2020-10-01,2020-09-01 03:58:21.000,2020-11-14 07:55:35.000,2048.0,Singapore / Malaysia,2025-02-19,Unknown,288.88
9166675,FT Island,VLCC,2020-10-01,2020-02-23 14:23:13.000,2021-05-05 19:57:34.000,2008.0,Singapore / Malaysia,2025-02-19,Iran,277.04
9732541,Front Otra,VLCC,2020-10-01,2020-10-18 07:57:42.000,2020-11-29 15:59:34.000,1930.0,West Africa,2025-02-19,Nigeria,270.37
9357391,Helm,VLCC,2020-10-01,2019-10-27 07:22:28.000,2021-02-14 14:40:51.000,2048.0,Arabian Gulf & Rea Sea,2025-02-19,Iran,282.56
9254082,Kohana,VLCC,2020-10-01,2020-10-21 23:58:33.000,2020-12-18 19:16:35.000,2056.0,Singapore / Malaysia,2025-02-19,Angola,285.82
9203277,Lexie,VLCC,2020-10-01,2020-10-23 15:57:57.000,2020-11-23 03:32:40.000,1929.0,Singapore / Malaysia,2025-02-19,Iran,266.14
9237072,Ligera,VLCC,2020-10-01,2020-08-24 03:59:02.000,2020-11-02 07:51:05.000,1931.0,Arabian Gulf & Rea Sea,2025-02-19,Iraq,271.66
9290086,Maceo,VLCC,2020-10-01,2020-10-02 03:45:23.000,2020-11-07 19:00:46.000,2060.0,China & Taiwan,2025-02-19,Iran,284.21
9258519,Magnolia,VLCC,2020-10-01,2020-09-28 07:58:00.000,2020-11-04 11:57:41.000,1927.0,Mediterranean,2025-02-19,Kazakhstan,244.57
9180152,Ness,VLCC,2020-10-01,2020-09-23 16:48:21.200,2020-11-19 00:29:14.000,1977.0,China & Taiwan,2025-02-19,Unknown,278.87
9603207,New Harmony,VLCC,2020-10-01,2020-10-19 23:57:34.000,2021-01-30 07:57:55.000,2067.0,Singapore / Malaysia,2025-02-19,Libya,275.50
9799159,New Honor,VLCC,2020-10-01,2020-10-20 07:55:36.000,2020-12-08 03:57:44.000,2007.0,China & Taiwan,2025-02-19,Colombia,301.23
9284960,Ocean Lily,VLCC,2020-10-01,2020-10-16 15:54:56.000,2020-12-29 14:46:35.000,1930.0,Singapore / Malaysia,2025-02-19,Iraq,279.71
9424211,Olympic Luck,VLCC,2020-10-01,2020-10-12 07:36:55.000,2020-12-20 15:55:34.000,2059.0,China & Taiwan,2025-02-19,United States,268.86
9294563,PIS Pioneer,VLCC,2020-10-01,2019-11-18 13:37:00.000,2021-05-26 07:50:55.000,1958.0,Singapore / Malaysia,2025-02-19,Qatar,274.81
9102239,Penny H,VLCC,2020-10-01,2019-04-28 12:45:35.000,2021-05-16 12:46:03.000,1938.0,Singapore / Malaysia,2025-02-19,Unknown,273.37
9322267,Sahara,VLCC,2020-10-01,2020-10-24 11:56:58.000,2020-12-03 23:58:24.000,1977.0,Singapore / Malaysia,2025-02-19,Malaysia,255.20
9590008,Soldier,VLCC,2020-10-01,2020-10-21 03:42:09.000,2020-12-19 06:13:57.000,2070.0,Singapore / Malaysia,2025-02-19,Venezuela,299.92
9776559,Sophia,VLCC,2020-10-01,2020-10-05 07:59:02.000,2020-11-09 02:39:13.000,2061.0,China & Taiwan,2025-02-19,Angola,270.53
9183348,Spirit,VLCC,2020-10-01,2020-05-23 21:53:54.000,2021-09-03 06:03:27.000,1880.0,Singapore / Malaysia,2025-02-19,Unknown,265.19
9681211,Yuan Yue Hu,VLCC,2020-10-01,2020-09-16 23:44:57.000,2020-11-07 03:59:21.000,1988.0,China & Taiwan,2025-02-19,Oman,266.55
9437672,Afrapearl II,Aframax,2020-11-01,2020-11-26 19:04:07.000,2021-01-01 05:32:41.000,646.0,China & Taiwan,2025-02-19,Russia,87.40
9251822,Aquaris,Aframax,2020-11-01,2020-06-29 13:30:03.000,2020-12-04 15:06:44.000,594.0,Singapore / Malaysia,2025-02-19,Trinidad and Tobago,83.01
9818058,Aspen,Aframax,2020-11-01,2020-11-22 19:53:16.000,2020-12-27 19:57:49.000,627.0,Baltic,2025-02-19,United Kingdom,84.29
9232876,Brava Lake,Aframax,2020-11-01,2020-11-20 07:42:04.000,2021-01-12 15:48:35.000,591.0,Mediterranean,2025-02-19,Libya,76.95
9223318,Bull Kalimantan,Aframax,2020-11-01,2020-11-19 21:46:15.000,2020-12-20 11:54:00.000,594.0,South East Asia,2025-02-19,Indonesia,77.49
